"#","Registration No / Notification No","Product Name","Holder"
"21425","MAL20016184N","CITREX COENZYME Q10 30MG CAPSULE","IDAMAN PHARMA MANUFACTURING SDN BHD"
"21426","MAL20106111TC","Lestarie Virgin Coconut Oil + Betel Leaf Extract Softgel","MALAYSIAN AGRO-XCELL SDN. BHD."
"21427","MAL20106109TC","Lestarie Virgin Coconut Oil + Turmeric Extract Softgel","MALAYSIAN AGRO-XCELL SDN. BHD."
"21428","MAL20086025HAC","Chanazine 2% w/v Solution for Injection.","KM Vet Pharm Sdn Bhd"
"21429","MAL20086026HAC","Chanazine 10% w/v Solution for Injection","KM Vet Pharm Sdn Bhd"
"21430","MAL20016183N","CITREX COENZYME Q10 100MG CAPSULE","IDAMAN PHARMA MANUFACTURING SDN BHD"
"21431","MAL20046152XZ","PARACAP PARACETAMOL 250MG/5ML ORAL SUSPENSION","Health Pharm Marketing Sdn Bhd"
"21432","MAL19086063NCZ","PiSHiNE VITAMIN C 500mg CHEWABLE TABLET","PISHINE HEALTHCARE SDN. BHD."
"21433","MAL19116075NCR","eurobio Hipoten C Plus Forte Active Formula Tablet","EUROBIO SDN BHD"
"21434","MAL20056024NR","TOCOVID SUPRABIO PROMEMO SOFT GELATIN CAPSULE","HOVID BERHAD"
"21435","MAL20046167HAC","LSTYVET 50%W/W PREMIX POWDER","Lim Seng Pharmachem Sdn Bhd"
"21436","MAL19126044N","ALCAL (CALCIUM CARBONATE USP 1500MG TABLET)","Ascend Laboratories Sdn Bhd"
"21437","MAL20096016ACZ","Atracurium Kalceks 10mg/ml solution for injection/ infusion","EUCOGEN SDN BHD"
"21438","MAL20016192N","Ornute Powder","YANLING NATURAL HYGIENE SDN. BHD."
"21439","MAL20036040TC","DZR White Kidney Bean Extract Plus Capsule","DZR PHARMA MANUFACTURE SDN. BHD."
"21440","MAL19106032HA","Marbovitryl 2%w/v Solution for Injection","Vemedim Sdn Bhd"
"21441","MAL20056074TC","Everganics Ashwagandha 450mg Capsule","KALPA VRIEKSHA CONSULTANCY SDN. BHD."
"21442","MAL20066121T","Nature's Green Gan Kang Tablets","Tong Jum Chew (m) Sdn. Bhd."
"21443","MAL19116009N","SEJAGAT CARTILAIN CAPSULE","NMY MANUFACTURING SDN BHD"
"21444","MAL20016157AE","Rhemofenax Tablet 50mg","DUOPHARMA (M) SDN. BHD."
"21445","MAL20026100N","BIOFERMIN® Probiotic Powder (Banana Flavour)","UNISON NUTRACEUTICALS SDN. BHD."
"21446","MAL19126124T","HAR-ONE MISAI KUCING TEA 2gram","MAJOR INTEREST SDN BHD"
"21447","MAL20076078T","Nature's Green Xiaofeng Tablets","Tong Jum Chew (m) Sdn. Bhd."
"21448","MAL20096010AZ","MyHep ALL (Sofosbuvir and Velpatasvir Film Coated Tablets 400mg/100mg)","MYLAN HEALTHCARE SDN. BHD."
"21449","MAL20016215TC","DUO LEAF SCN-Hanz Capsule","STELLAR BIO SDN BHD"
"21450","MAL20026123TC","HB' Suru Capsule","Metro Signature Sdn Bhd"
"21451","MAL20036028T","Nature's Green Buyang Huanwu Tablets","Tong Jum Chew (m) Sdn. Bhd."
"21452","MAL19106078N","Neelif CALCIUM PLUS CAPSULE","DZR PHARMA MANUFACTURE SDN. BHD."
"21453","MAL20076103T","Biotropics Prostamina Capsule","Biotropics Malaysia Berhad"
"21454","MAL20026009N","SEJAGAT MAXERGY CHEWABLE TABLET","NMY MANUFACTURING SDN BHD"
"21455","MAL20076120TC","NATURAL VITA  ACACIA (senegal) - 5g powder","NATURAL PREBIOTIC (M) SDN.BHD"
"21456","MAL20016234T","KIDS OXY SINUS CARE CHEWABLE TABLET","NMY MANUFACTURING SDN BHD"
"21457","MAL20026149T","GN TONGKAT ALI EXTRACT 480MG CAPSULE","GN NEUTRICEUTICALS SDN BHD"
"21458","MAL20016186NCR","BiO-LiFE FISH OIL 1000mg CAPSULE","MEGA LIFESCIENCES SDN. BHD."
"21459","MAL20046136XC","Minyak Urut Qian Li Zhui Feng Yew Cap Pancor Mas","DIAMOND MEDICAL COMPANY"
"21460","MAL20046135XC","Ken- Ku Oil Cap Pancor Mas","DIAMOND MEDICAL COMPANY"
"21461","MAL20046037T","Nature's Green WenHe DanTang Tablets","Tong Jum Chew (m) Sdn. Bhd."
"21462","MAL19096001HA","BUCOLYN 20MG/G POWDER","Life Biopharma Sdn. Bhd."
"21463","MAL20026031TC","DSPHARMA SINUSCAPS CAPSULE","VIHSDIA ENTERPRISE"
"21464","MAL20126013AZ","ACCORD IMATINIB 100 (Imatinib Tablets 100 mg)","ACCORD HEALTHCARE SDN.BHD."
"21465","MAL20056046TC","Tzi Yan Tang LivPro LivGard Tablet","TZI YAN TANG MEDICARE SDN BHD"
"21466","MAL20076110T","HuashanPai Danqi Extract Granules","ZBT FAR EAST SDN. BHD."
"21467","MAL20126014AZ","ACCORD IMATINIB 400 (Imatinib Tablets 400 mg)","ACCORD HEALTHCARE SDN.BHD."
"21468","MAL19106083N","HOLISTICA Vitadays Tablet","YANLING NATURAL HYGIENE SDN. BHD."
"21469","MAL20116013AZ","PG-LIN 75 (Pregabalin Capsules 75 mg)","HEALOL PHARMACEUTICALS SDN. BHD."
"21470","MAL21046010ACZ","Seacross Pemetrexed 100 mg powder for concentrate for solution for infusion","MEDISPEC (M) SDN.BHD"
"21471","MAL20076037AZ","Mecort (Hydrocortisone Acetate Cream 1% w/w)","Synercam (M) Sdn Bhd"
"21472","MAL20076047AZ","PIROBACT (Mupirocin Ointment USP 2% w/w)","Synergy Meditech (M) Sdn Bhd"
"21473","MAL19086031N","NUTRILIFE ENERQ10 GOLD CAPSULE","EXCEL HERBAL INDUSTRIES SDN. BHD."
"21474","MAL20096060T","AVEMAR GRANULATE","I-SCIENCE INTERNATIONAL SDN BHD"
"21475","MAL20016214TC","EU YAN SANG EXTRACT OF CORDYCEPS SINENSIS MYCELIA 3.5G/20ML LIQUID","EU YAN SANG (1959) SDN.BHD."
"21476","MAL20036029T","KO DA XIAO YAO SAN EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"21477","MAL20066139T","KO DA REN SHEN YANG RONG TANG EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"21478","MAL20066120T","KO DA QING ZAO JIU FEI TANG EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"21479","MAL20026144T","KO DA YU PING FENG SAN EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"21480","MAL20086075T","Ko Da Dang Guei Syh Nih Tang Extract Granules","HENDA NATURAL SDN BHD"
"21481","MAL20046125AZ","KETOPRO (KETOPROFEN GEL BP 2.5% W/W)","Synercam (M) Sdn Bhd"
"21482","MAL20076081T","KO DA TIAN WANG BU XIN DAN EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"21483","MAL20056032T","KO DA LONG DAN XIE GAN TANG EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"21484","MAL20036025T","KO DA BAO HER WAN EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"21485","MAL20046029T","KO DA HWANG CHYI WUU WUH TANG EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"21486","MAL20076080T","KO DA XIN PU JI XIAO DU YIN EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"21487","MAL21046011ACZ","Seacross Pemetrexed 500 mg powder for concentrate for solution for infusion","MEDISPEC (M) SDN.BHD"
"21488","MAL20066136T","KO DA TIAN MA GOU TERNG YIIN EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"21489","MAL20046148XZ","Zole Topical Solution (Clotrimazole 1% w/v)","KCK PHARMACEUTICAL INDUSTRIES SDN. BHD."
"21490","MAL20046144XR","Calmoseptine Ointment","ZUELLIG PHARMA SDN BHD"
"21491","MAL20026157TC","TERATAK JAMU KAPSUL ZULAIKHA","TERATAK JAMU SDN BHD"
"21492","MAL19116008NC","Duplex Movt360 Capsule","ASCEND HEALTH SDN BHD"
"21493","MAL19126105NCR","BiO-LiFE Bio-Vizion Softgel Capsule","BIO-LIFE MARKETING SDN BHD"
"21494","MAL20046034T","Sejagat Eye Care Chewable Tablet","NMY MANUFACTURING SDN BHD"
"21495","MAL20056079T","GNC earth GENIXS  Kelp 33mg Tablet","ONI Global (Malaysia) Sdn Bhd"
"21496","MAL20086073T","Ko Da Gan Luh Shiau Dwu Dan Extract Granules","HENDA NATURAL SDN BHD"
"21497","MAL20016226T","KO DA XIAO JIAN ZHONG TANG EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"21498","MAL20036022T","KO DA WEN JING TANG EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"21499","MAL20066140T","KO DA Xin Shian Fang Hwa Ming Yiin Extract Granules","HENDA NATURAL SDN BHD"
"21500","MAL20096015AZ","Mecort C (Clotrimazole and Hydrocortisone Acetate Cream)","Synercam (M) Sdn Bhd"
"21501","MAL20106003AZ","Royce Metformin Film-Coated Tablet 500mg","ROYCE PHARMA MANUFACTURING SDN. BHD."
"21502","MAL20116016AZ","Destron Tablet 1mg","PHARMANIAGA MANUFACTURING BERHAD"
"21503","MAL20096012AZ","Rosuvor Film Coated Tablet 20mg","Y.S.P. INDUSTRIES (M) SDN BHD"
"21504","MAL20026038TC","NUTRACEUTIQ SEA BUCKTHORN EXTRACT 550MG CAPSULE","Sne Marketing Sdn Bhd"
"21505","MAL19086024NCR","Spring Health Evelin Vegetable Softgel","Spring Pharma Sdn Bhd"
"21506","MAL20026019T","Optiman Capsule","Biotropics Malaysia Berhad"
"21507","MAL19126129TC","Happy Link Royal Jelly 250mg Capsule","HAPPY LINK DISTRIBUTORS SDN BHD"
"21508","MAL19106023N","GNC Potassium 99 MG Tablet","ONI Global (Malaysia) Sdn Bhd"
"21509","MAL20016193NC","HERBALIFE Collagen Plus Powder (Orange Flavour)","HERBALIFE PRODUCTS MALAYSIA SDN BHD"
"21510","MAL20016207TC","FSH JING TONG BAO CAPSULE","FU SHENG HANG SDN BHD"
"21511","MAL20026037T","ASCENTIA GINKGO BILOBA EXTRACT 120MG CAPSULE","Esprit Care Sdn. Bhd."
"21512","MAL20016173XC","Cobalmin 0.5mg Film-Coated Tablet","Advance Pharma Sdn Bhd"
"21513","MAL19116084NC","LYCOSE TABLET","MB NUTRACEUTICALS SDN BHD"
"21514","MAL19126032HA","Interflox 100mg/ml Oral Solution","Danberg (m) Sdn Bhd"
"21515","MAL20076108T","Laxotabs Tablets","UNIMED SDN BHD"
"21516","MAL19126046NC","GNC Phosphatidylserine 100 MG Softgel","ONI Global (Malaysia) Sdn Bhd"
"21517","MAL20086013AZ","Maforan 1 mg Tablet","GoodScience Sdn. Bhd."
"21518","MAL19126052NCR","eurobio® ALA Pro Complex Active Formula Tablet","EUROBIO SDN BHD"
"21519","MAL20086001AZ","Symvenu 1.5mg Hard Capsules","Mitsubishi Tanabe Pharma Malaysia Sdn. Bhd."
"21520","MAL20026034TCE","GLS-BG Capsule 530mg","DC BOTANICAL SCIENCE INNOVATION TRADING"
"21521","MAL20066154TC","PRIMA TENSON TROL CAPSULE","STS Prima Sdn Bhd"
"21522","MAL19116004NC","PHARMORIX NEUROWIN FILM COATED TABLET","PHARMORIX (M) SDN. BHD."
"21523","MAL19126104NCR","eurobioÂ® Bio-Beumax Collagen Complex Active Formula Powder","EUROBIO SDN BHD"
"21524","MAL20096001ARZ","Mavenclad 10mg Tablets","MERCK SDN. BHD."
"21525","MAL20016194NC","Opceden® Cartigen Capsule","ASIA HEALTHCARE SDN. BHD."
"21526","MAL21046005ACZ","Alunbrig (Brigatinib) 30mg Film-Coated Tablet","Takeda Malaysia Sdn Bhd"
"21527","MAL20036038T","Cofsil Herbal Cough Syrup","Farmasi R.S. Sdn Bhd"
"21528","MAL19116073NCR","Kordel's Flaxseed Oil 1000mg Vegetable Softgel","CAMBERT(M) SDN BHD"
"21529","MAL21056010AZ","ADYNOVATE 250IU Powder and Solvent for Solution for Injection","Takeda Malaysia Sdn Bhd"
"21530","MAL20066012HA","Sailexin Salinomycin Premix (Granule) 12% W/W","Age D`or Sdn. Bhd."
"21531","MAL21116012AZ","Bendamustine Hydrochloride Kabi 100mg Powder for Concentrate for Solution for Infusion","FRESENIUS KABI MALAYSIA SDN. BHD"
"21532","MAL20076092TC","ADIPO capsule","Capetown Wonder Sdn. Bhd."
"21533","MAL20076093TC","FACTIVA capsule","Capetown Wonder Sdn. Bhd."
"21534","MAL19106024NC","MB LACTOFERRIN 100MG CAPSULE","MB NUTRACEUTICALS SDN BHD"
"21535","MAL21026034ACZ","Neotigason capsules 10mg","ACTAVIS SDN. BHD."
"21536","MAL21026035ACZ","Neotigason capsules 25mg","ACTAVIS SDN. BHD."
"21537","MAL21016012ACZ","hovid-Megestrol Oral Suspension 40mg/ml","HOVID BERHAD"
"21538","MAL20116006AZ","Dupixent 200mg Solution for Injection in Pre-Filled Syringe","SANOFI-AVENTIS (MALAYSIA) SDN. BHD."
"21539","MAL20036035TC","TRAZIL COUGH SYRUP","NVS REGULATORY SERVICES SDN BHD"
"21540","MAL21056011AZ","ADYNOVATE 500IU Powder and Solvent for Solution for Injection","Takeda Malaysia Sdn Bhd"
"21541","MAL20026151TC","Golden Plantation Moringa Tea 3gm Teabag","GOLDEN MORINGA PLANTATION"
"21542","MAL21046012ACRZ","PERGILAS CASPOFUNGIN 50 MG POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION","RANBAXY (MALAYSIA) SDN. BHD."
"21543","MAL20046164HA","ESPACOX 50mg/ml Oral Suspension","Yenher Agro-products Sdn. Bhd."
"21544","MAL20046060TC","AVANOMA capsule","Capetown Wonder Sdn. Bhd."
"21545","MAL20086020XZ","Panadol Suspension 250mg/5mL","GLAXOSMITHKLINE CONSUMER HEALTHCARE SDN. BHD."
"21546","MAL20046045TC","PainFix Pain Relieving Gel","RELIVIUM SCIENCES SDN. BHD."
"21547","MAL20106141T","Minyak Kayu Putih Cap Gajah","PHAMASINDO SDN. BHD."
"21548","MAL20046040TC","FSH Season Herbal Tea","FU SHENG HANG SDN BHD"
"21549","MAL20056057TC","GASTRONIC Tablet","HERN YU THANG MEDICAMENTS SDN BHD"
"21550","MAL21056012AZ","ADYNOVATE 750IU Powder and Solvent for Solution for Injection","Takeda Malaysia Sdn Bhd"
"21551","MAL21056013AZ","ADYNOVATE 1000IU Powder and Solvent for Solution for Injection","Takeda Malaysia Sdn Bhd"
"21552","MAL20046142XS","TIGER BALM WHITE OINTMENT","TIGER BALM (M) SDN BHD"
"21553","MAL20036034TC","NUTRIVA LivArtic Capsule","Nutriva International Sdn. Bhd."
"21554","MAL19126103NC","ASTAR Vitamin K2 + D3 Softgel","Adway Sdn Bhd"
"21555","MAL21046013ACRZ","PERGILAS CASPOFUNGIN 70mg POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION","RANBAXY (MALAYSIA) SDN. BHD."
"21556","MAL21046006ACZ","Alunbrig (Brigatinib) 90mg Film-Coated Tablet","Takeda Malaysia Sdn Bhd"
"21557","MAL21056014AZ","ADYNOVATE 1500IU Powder and Solvent for Solution for Injection","Takeda Malaysia Sdn Bhd"
"21558","MAL20036050T","VITAMED GINKGO PLUS CAPSULE","Esprit Care Sdn. Bhd."
"21559","MAL21026039AZ","SOFT FLOW SC Normal Calcium   ( 3.5mEq/L )  Peritoneal Dialysis Solution with Dextrose 1.5% w/v","Peritone Health Sdn. Bhd."
"21560","MAL20076179TC","Sani Dakam Herbs Minyak Serai Wangi Plus  Wak Dakam","Sani Dakam Enterprise"
"21561","MAL21056015AZ","ADYNOVATE 2000IU Powder and Solvent for Solution for Injection","Takeda Malaysia Sdn Bhd"
"21562","MAL21046007ACZ","Alunbrig (Brigatinib) 180mg Film-Coated Tablet","Takeda Malaysia Sdn Bhd"
"21563","MAL20066141T","KO DA GUI PI TANG EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"21564","MAL21056016AZ","ADYNOVATE 3000IU Powder and Solvent for Solution for Injection","Takeda Malaysia Sdn Bhd"
"21565","MAL20126011ACZ","XELCOL (1 MIU of Colistimethate Sodium Powder For Solution For injection or infusion)","ZULAT PHARMACY SDN. BHD."
"21566","MAL20026093NC","BiO-LiFE FleXiPro POWDER","BIO-LIFE MARKETING SDN BHD"
"21567","MAL19116081NC","inutrition PROLACTOR G1 capsules","BESMED SDN. BHD."
"21568","MAL19086065N","DZR COENZYME Q10 25MG CAPSULE","DZR PHARMA MANUFACTURE SDN. BHD."
"21569","MAL20016246TC","TERATAK JAMU KAPSUL YUSOF","TERATAK JAMU SDN BHD"
"21570","MAL20016236T","TK Y (NEW) CAPSULE","EXTRA EXCEL (MALAYSIA) SDN. BHD."
"21571","MAL19126051NC","inutrition PROLACTOR CGX capsules","BESMED SDN. BHD."
"21572","MAL19116011N","HS Chondroitin Sulfate & MSM Capsule","HERBAL SCIENCE SDN. BHD."
"21573","MAL20076055X","VENAFIX (Diosmin and Hesperidin Tablet)","HEALOL PHARMACEUTICALS SDN. BHD."
"21574","MAL20056050TC","Hurix's Krim Kegatalan Kulit","J. B. M. H. SDN. BHD."
"21575","MAL21066015AZ","Pexeda Injection 25mg/ml Concentrate for Solution for Infusion","PHARM-D SDN. BHD."
"21576","MAL19126102N","NutriLife Nubiotic Powder","GN NEUTRICEUTICALS SDN BHD"
"21577","MAL20016175HAC","ERYTHROVET 30%W/W WATER SOLUBLE POWDER","Lim Seng Pharmachem Sdn Bhd"
"21578","MAL19126071TC","BERKAT HERBA NUSANTARA TF KELADI TIKUS PLUS CAPSULE","BERKAT HERBA NUSANTARA"
"21579","MAL20046169HA","Biocillin 150mg/ml LA Suspension for Injection","Danberg (m) Sdn Bhd"
"21580","MAL21026040AZ","SOFT FLOW SC Normal Calcium  ( 3.5mEq/L )  Peritoneal Dialysis Solution with Dextrose 2.5% w/v","Peritone Health Sdn. Bhd."
"21581","MAL20106007ACZ","GEFITINIB intega (Gefitinib 250mg Film-Coated Tablets)","Intega Sdn. Bhd."
"21582","MAL21066004AZ","Diabetmin XR 750 mg Tablets","HOVID BERHAD"
"21583","MAL20126024X","FLUIMUCIL A-600 GRANULES","EP PLUS GROUP SDN. BHD."
"21584","MAL19116082NC","UHC Calcium 600 + D3 200IU Tablet","MILRIN PHARMACEUTICAL CO. (M) SDN BHD"
"21585","MAL20016240TC","PHARMORIX LIVERIGHT CAPSULE","PHARMORIX (M) SDN. BHD."
"21586","MAL21046015ACZ","CP Pharma Ibuprofen Tablet 400mg","Hovid Pharmacy Sdn. Bhd."
"21587","MAL20066119T","Golden Throat Lozenge","PHARM NUTRICIA SDN. BHD."
"21588","MAL20056076T","Biotropics TeJuvenate Capsule","PHYTES BIOTEK SDN. BHD."
"21589","MAL21026041AZ","SOFT FLOW SC Normal Calcium  (3.5mEq/L)  Peritoneal Dialysis Solution with Dextrose 4.25% w/v","Peritone Health Sdn. Bhd."
"21590","MAL20076125TC","Biotropics Euryco Caplet","PHYTES BIOTEK SDN. BHD."
"21591","MAL20016216TC","TUMEMAX CAPSULE","MB NUTRACEUTICALS SDN BHD"
"21592","MAL19096063NCR","HERBS OF GOLD OMEGA-3 550MG SOFTGEL","PHARMADIRECT SDN. BHD."
"21593","MAL19106031HA","Vimectin 0.6%w/w Premix","Vemedim Sdn Bhd"
"21594","MAL20076138N","Appeton Lysinex Syrup","KOTRA PHARMA (M) SDN. BHD."
"21595","MAL19106070N","RQL ANXAMIN L-THEANINE 200MG CHEWABLE TABLET","CAPTAIN MEDIKA SDN.BHD."
"21596","MAL20066076T","ARKO-CRAN Cranberry 1.8g Powder","PLANET HEALTH SDN BHD"
"21597","MAL19126092NCR","BiO-LiFE Alpha Lipoic Acid 300mg Capsule","BIO-LIFE MARKETING SDN BHD"
"21598","MAL20086018AZ","Metris - Metronidazole Injection USP (0.5 % w/v)","BioCare Pharmaceutical (M) Sdn. Bhd."
"21599","MAL20076101T","Nutrilite Green-T Plus Tablets","AMWAY (MALAYSIA) SDN. BHD."
"21600","MAL20026126TC","Beliv Xia Tang Capsule","INNOVATIVE HERBS SDN BHD"
"21601","MAL20076102T","Nature's Green Dang Shen Fu Ling Bai Zhu Plus Tablets","Tong Jum Chew (m) Sdn. Bhd."
"21602","MAL19116072N","STAR Arginine 600mg Capsule","HERBAL SCIENCE SDN. BHD."
"21603","MAL20036037TC","BIOBAY ARTYEAST CAPSULE","BIO-SCIENCE MARKETING SDN. BHD."
"21604","MAL20026075XCZ","Fasdol Suspension 250mg/5ml (Strawberry)","Advance Pharma Sdn Bhd"
"21605","MAL20026156TC","BSM Ginkgo Plus Capsule","BIO-SCIENCE MARKETING SDN. BHD."
"21606","MAL19106080NCR","Nutrinlife Multivitamins and Minerals Complex Film Coated Tablet","BIOFUNCTION MARKETING SDN. BHD."
"21607","MAL20016238T","Nature's Green Yang Gan Tablets","Tong Jum Chew (m) Sdn. Bhd."
"21608","MAL20026074XCZ","Fasdol Suspension 250mg/5ml (Orange)","Advance Pharma Sdn Bhd"
"21609","MAL20066132TC","NutriChampz Gym-Cinnamon Plus Capsule","NUTRICHAMPZ (M) SDN BHD"
"21610","MAL20026105N","PURTIER DEER PLACENTA PLUS SOFTGEL","RIWAY (MALAYSIA) SDN BHD"
"21611","MAL21016013AZ","OLTAD 20MG FILM COATED TABLETS","KOMEDIC SDN BHD"
"21612","MAL20026131TC","HB' Manta Capsule","Metro Signature Sdn Bhd"
"21613","MAL20036044TC","NeuPlex Capsule","Protech Health Sciences (M) Sdn Bhd"
"21614","MAL20046013NCR","HERBS OF GOLD MAGNESIUM 220MG TABLET","PHARMADIRECT SDN. BHD."
"21615","MAL20046143XS","TIGER BALM PLUS OINTMENT","TIGER BALM (M) SDN BHD"
"21616","MAL19096044NCR","eurobio CALPLEX Active Formula Tablet","EUROBIO SDN BHD"
"21617","MAL19126053NCR","eurobioÂ® MECOB Plus Active Formula Tablet","EUROBIO SDN BHD"
"21618","MAL20076085T","KO DA SI JUN ZI TANG EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"21619","MAL20066075T","TROPIKA TMED BioSkin Oil","Tropika TMed Sdn. Bhd."
"21620","MAL20116002ACRZ","Nocdurna Oral Lyophilisate for Sublingual 25 mcg","Ferring Sdn. Bhd."
"21621","MAL20066142T","Biotropics Tenaga Capsule","Biotropics Malaysia Berhad"
"21622","MAL19126121TC","RS Diamily Kunyit 300mg Capsule","RADZIAH BRILLIANT SOLUTION"
"21623","MAL20026154TC","GOSSUP LIV-SUP TABLET","Gossup Enterprise"
"21624","MAL20116015AZ","SUPRAXONE 1G (CEFTRIAXONE POWDER FOR SOLUTION FOR INJECTION/INFUSION)","PHARMEX SDN BHD"
"21625","MAL20026119N","HELIOCARE D  PLUS CAPSULE","NEOASIA (M) SDN. BHD."
"21626","MAL21026015AZ","MEROGRAM 500 - Meropenem for Injection 500 mg","UNIMED SDN BHD"
"21627","MAL21026016AZ","MEROGRAM 1000 - Meropenem for Injection 1000 mg","UNIMED SDN BHD"
"21628","MAL20016167N","ZINKACIL Lozenges (Black Currant Flavour)","BioCare Pharmaceutical (M) Sdn. Bhd."
"21629","MAL20026141T","Nature's Green Xiao JianZhong Pian","Tong Jum Chew (m) Sdn. Bhd."
"21630","MAL20046012NCR","BGA PROBIO CAPSULE","MB NUTRACEUTICALS SDN BHD"
"21631","MAL20026116N","HELIOCARE C PLUS CAPSULE","NEOASIA (M) SDN. BHD."
"21632","MAL19126061TC","""TIMING"" SU CHUN TZU TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"21633","MAL20046011N","apotec L-Glutathione Complex Capsule","Bioalpha International Sdn. Bhd."
"21634","MAL20016200TC","TIMING NEW KAN LU HSIAO DU YIN EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"21635","MAL20036048T","EU YAN SANG GINSENG PLUS HERBAL TEA","WENG LI SDN BHD"
"21636","MAL20026112N","SEJAGAT KILOMAX CHEWABLE TABLET","NMY MANUFACTURING SDN BHD"
"21637","MAL21066014AZ","VOMIKIND 2mg/ml Solution for injection","PAHANG PHARMACY SDN. BHD."
"21638","MAL20026016TC","TIMING BAI HE GU JIN TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"21639","MAL19096069NC","V&infin;  NEURIGHT Tablet","JASE HEALTHCARE SDN. BHD."
"21640","MAL19126045NC","UHC CoQ-10 50mg Softgel","UHC Sdn. Bhd."
"21641","MAL20016152XC","Geliga Balm Cap Kris","SYARIKAT MYP SDN BHD"
"21642","MAL20026137TC","""TIMING"" NEW PU JI HSIAO TU YIN EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"21643","MAL19126100NC","CGS Glutathione plus Tablet","HALWAMADU MANUFACTURING"
"21644","MAL20096013AZ","PREZEL 75 (PREGABALIN CAPSULES 75MG)","SYNERRV SDN BHD"
"21645","MAL20086016AZ","MAFORAN 4 MG TABLET","GoodScience Sdn. Bhd."
"21646","MAL21016002AZ","Pontevia 120 mg solution for injection in pre-filled pen","ZUELLIG PHARMA SDN BHD"
"21647","MAL21046016AZ","Linmycin Injection 300mg/ml","Y.S.P. INDUSTRIES (M) SDN BHD"
"21648","MAL20096014AZ","PREZEL 150 (PREGABALIN CAPSULES 150MG)","SYNERRV SDN BHD"
"21649","MAL19126043NC","Dissoflam Capsule","BIO-SCIENCE MANUFACTURING SDN BHD"
"21650","MAL20116017AZ","Latanost Eye Drops 0.005%","DUOPHARMA (M) SDN. BHD."
"21651","MAL20116018AZ","Latacom (Latanoprost 0.005% + Timolol 0.5%) Eye Drops","DUOPHARMA (M) SDN. BHD."
"21652","MAL19096045NC","Lifesenze MUCONAC Tablet","HL PHARMACEUTICALS SDN. BHD."
"21653","MAL21016001AZ","Pontevia 120 mg solution for injection in pre-filled syringe","ZUELLIG PHARMA SDN BHD"
"21654","MAL20026017TC","TAI FONG BU YAO JING GINSENG CORDYCEPS ULMOIDES PLUS LIQUID","SMART WELLMIN SDN BHD"
"21655","MAL19126094NC","Rex Mecocare Capsule","BIO-SCIENCE MARKETING SDN. BHD."
"21656","MAL20056060T","Nature's Green Si Teng Tablets","Tong Jum Chew (m) Sdn. Bhd."
"21657","MAL20106006AZ","Qilu Palonosetron Hydrochloride Injection 0.25mg/5ml","MEDISPEC (M) SDN.BHD"
"21658","MAL20076139N","Appeton Baby Drops","KOTRA PHARMA (M) SDN. BHD."
"21659","MAL19126036HA","Deco 6% w/w Premix Powder","Weissen Company (m) Sdn. Bhd."
"21660","MAL19126090NC","Biotective FOLIC ACID 400mcg Tablet","BIO-SCIENCE MARKETING SDN. BHD."
"21661","MAL20046048TC","TAI FONG GINSENG CORDYCEPS SHAU-WU PLUS CONCENTRATED","SMART WELLMIN SDN BHD"
"21662","MAL19106076N","NHF BIOZYME Powder (Apple Flavour)","EXCEL HERBAL INDUSTRIES SDN. BHD."
"21663","MAL19096066N","NHF BIOZYME Powder (Passion Fruit Flavour)","EXCEL HERBAL INDUSTRIES SDN. BHD."
"21664","MAL19096067N","NHF BIOZYME Powder (Mixed Fruit Flavour)","EXCEL HERBAL INDUSTRIES SDN. BHD."
"21665","MAL20026023TC","Nyin Oi Luo Mei Si Capsule","NYIN OI MEDICAL PRODUCT TRADING"
"21666","MAL20076115TC","Nature Spirit Clinacanthus Nutans 100mg Capsule","NATURE SPIRIT SCIENCE RESEARCH SDN BHD"
"21667","MAL20066042N","Appeton Hi-Q Syrup","KOTRA PHARMA (M) SDN. BHD."
"21668","MAL19126130TC","Sambucol Original Formula Capsule","PharmaCare (Asia) Sdn Bhd"
"21669","MAL20026109NC","Isotonix Vizion Powder","MARKET MALAYSIA SHOP SDN. BHD."
"21670","MAL20106018XC","Normagut Saccharomyces boulardii 250mg Capsules","MEGA LIFESCIENCES SDN. BHD."
